"Project","Fix Commit","Compilable","Version","Command","Output","Pom JDK Version"
"https://github.com/apache/tomcat","4132b15beb3d977be0c5d7e0966d477db2ec8d72","Si","JDK 17","ant compile",,"Non esiste il pom"
"https://github.com/apache/tomcat","f646a5acd5e32d6f5a2d9bf1d94ca66b65477675","Si","JDK 17","ant compile",,"Non esiste il pom"
"https://github.com/apache/tomcat","e8cc1e6ef11a779313ab467a8410feabfdb4d8bf","Si","JDK 17","ant compile",,"Non esiste il pom"
"https://github.com/apache/tomcat","970c23bfd24dfa1dcb86ed917e6c8b47dcfb4433","Si","JDK 17","ant compile",,"Non esiste il pom"
"https://github.com/apache/tomcat","03d1f33ee8f7e6b2fb7aa86edd7a43f3a240aa42","Si","JDK 17","ant compile",,"Non esiste il pom"
"https://github.com/apache/tomcat","ad3b34a290a0255d2a4c356a3611ab41ed9d04f5","Si","JDK 17","ant compile",,"Non esiste il pom"
"https://github.com/apache/tomcat","5517c5517e8a7ddb994504f0c5c05001a376b10c","Si","JDK 17","ant compile",,"Non esiste il pom"
"https://github.com/apache/struts","8a04e80f01350c90f053d71366d5e0c2186fded","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","9d47af6ffa355977b5acc713e6d1f25fac260a28","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","67ecf3a21608e20449bcb7895b22204b400fecd4","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","4260bee634cb606be6071bce2383fddb510608aa","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","9d47af6ffa355977b5acc713e6d1f25fac260a2","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","7f90a4fec9e6718621c4f195fe7a334d43d8a2bb","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","554b9dddb0fbd1e581ef577dd62a7c22955ad0f6","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","a245226b7f1fa2a2cd94508b132f0220989c1e5b","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","a05259ed69a5a48379aa91650e4cd1cb4bd6e5a","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","c9d20b573efbdd74e683c767663b2bd02cea5fd7","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","19494718865f2fb7da5ea363de3822f87fbda26","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","ff6148795ac52e6de5b80c01e7a1a0cc4da61857","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","931df54ab379bf4eb5a625bf05066b8563c3737b","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","eb71d8869648fdd6418d10f4fc07ef83f9180792","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","b3bad5ea44f3fd9edb2cb491192c5900f46d45d","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","1fec084542c3bfe9c6733a947b3798210f73f8e8","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","6efaf900d4ffb7be8a74065af5553bad2389f72","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","b3bad5ea44f3fd9edb2cb491192c5900f46d45d3","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","6e87474f9ad0549f07dd2c37d50a9ccd0977c6e","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","9fcbd912bc9ba8eed1ca9bc9422daf79d8b2f6ac","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","637ad1c3707266c33daabb18d7754e795e6681f","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","1a8111e0ea8d5183b830ea73352a2e0b0cbe3d86","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","0d6442bab5b44d93c4c2e63c5335f0a331333b9","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","4c386c663cf094a6d40d90c56c5983e14d518c26","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","418a20c0594f23764fe29ced400c1219239899a","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","8a04e80f01350c90f053d71366d5e0c2186fded5","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","6b8272ce47160036ed120a48345d9aa884477228","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/apache/struts","f487d7e7d69c767949a59f36ceb5a45d96eb32dd","Si","JDK 17","mvn clean compile",,"1.7"
"https://github.com/inversoft/prime-jwt","abb0d479389a2509f939452a6767dc424bb5e6ba","Si","JDK 17","mvn clean compile",,"1.8"
"https://github.com/inversoft/prime-jwt","8d73248b7e4c8bdeed807a9be89ea51d348764e0","Si","JDK 17","mvn clean compile",,"1.8"
"https://github.com/inversoft/prime-jwt","0d94dcef0133d699f21d217e922564adbb83a227","Si","JDK 17","mvn clean compile",,"1.8"
"https://github.com/inversoft/prime-jwt","7c9474a493e00ba184df370fc87d8f87ac00904a","Si","JDK 17","mvn clean compile",,"1.8"
"https://github.com/narkisr/nmap4j","06b58aa3345d2f977553685a026b93e61f0c491e","Si","JDK 17","mvn clean compile",,"1.8"
"https://github.com/narkisr/nmap4j","3be15623bc9b253d91578a7038d00fdc3d27cb05","No","JDK 17","mvn clean compile","","1.8"
"https://github.com/igniterealtime/Openfire","c9cd1e521673ef0cccb8795b78d3cbaefb8a576a","Si","JDK 17","mvn clean compile",,"1.8"
"https://github.com/igniterealtime/Openfire","9d4ff701f3e7871d0a1addb146fe7c8da1825a40","Si","JDK 17","mvn clean compile",,"1.8"
